time, timestamp, pose__0, pose__1, pose__2, pose__3, pose__4, pose__5, pose__6, pose__7, pose__8, pose__9, pose__10, pose__11, pose__12, pose__13, pose__14, pose__15, velocity__0, velocity__1, velocity__2, velocity__3, velocity__4, velocity__5, ui_torques__0, ui_torques__1, ui_torques__2, ui_torques__3, ui_torques__4, ui_torques__5, 
0.0100001, 2025-05-06__21-51-12.311132, 1, 0, 0, 0.3, 0, 1, 0, 0.5, 0, 0, 1, 0.399995, 0, 0, 0, 1, 0, 0, -0.00981, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0200001, 2025-05-06__21-51-12.321926, 1, 0, 0, 0.3, 0, 1, 0, 0.5, 0, 0, 1, 0.399396, 0, 0, 0, 1, 0, 0, -0.108891, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0300001, 2025-05-06__21-51-12.333183, 1, 0, 0, 0.3, 0, 1, 0, 0.5, 0, 0, 1, 0.397383, 0, 0, 0, 1, 0, 0, -0.226611, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0400001, 2025-05-06__21-51-12.343103, 1, 0, 0, 0.3, 0, 1, 0, 0.5, 0, 0, 1, 0.394626, 0, 0, 0, 1, 0, 0, -0.324711, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0500001, 2025-05-06__21-51-12.351907, 1, 0, 0, 0.3, 0, 1, 0, 0.5, 0, 0, 1, 0.391755, 0, 0, 0, 1, 0, 0, -0.40221, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0600001, 2025-05-06__21-51-12.361909, 1, 0, 0, 0.3, 0, 1, 0, 0.5, 0, 0, 1, 0.387242, 0, 0, 0, 1, 0, 0, -0.50031, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0700001, 2025-05-06__21-51-12.371886, 1, 0, 0, 0.3, 0, 1, 0, 0.5, 0, 0, 1, 0.381748, 0, 0, 0, 1, 0, 0, -0.59841, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0800001, 2025-05-06__21-51-12.381883, 1, 0, 0, 0.3, 0, 1, 0, 0.5, 0, 0, 1, 0.375274, 0, 0, 0, 1, 0, 0, -0.69651, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0900001, 2025-05-06__21-51-12.391926, 1, 0, 0, 0.3, 0, 1, 0, 0.5, 0, 0, 1, 0.367818, 0, 0, 0, 1, 0, 0, -0.79461, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.1, 2025-05-06__21-51-12.403251, 1, 0, 0, 0.3, 0, 1, 0, 0.5, 0, 0, 1, 0.357577, 0, 0, 0, 1, 0, 0, -0.91233, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.11, 2025-05-06__21-51-12.411929, 1, 0, 0, 0.3, 0, 1, 0, 0.5, 0, 0, 1, 0.349964, 0, 0, 0, 1, 0, 0, -0.99081, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.12, 2025-05-06__21-51-12.423428, 1, 0, 0, 0.3, 0, 1, 0, 0.5, 0, 0, 1, 0.337368, 0, 0, 0, 1, 0, 0, -1.10853, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.13, 2025-05-06__21-51-12.433046, 1, 0, 0, 0.3, 0, 1, 0, 0.5, 0, 0, 1, 0.325792, 0, 0, 0, 1, 0, 0, -1.20663, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.14, 2025-05-06__21-51-12.443142, 1, 0, 0, 0.3, 0, 1, 0, 0.5, 0, 0, 1, 0.313235, 0, 0, 0, 1, 0, 0, -1.30473, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.15, 2025-05-06__21-51-12.453123, 1, 0, 0, 0.3, 0, 1, 0, 0.5, 0, 0, 1, 0.299698, 0, 0, 0, 1, 0, 0, -1.40283, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.16, 2025-05-06__21-51-12.463123, 1, 0, 0, 0.3, 0, 1, 0, 0.5, 0, 0, 1, 0.285029, 0, 0, 0, 1, 0, 0, -1.50191, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.17, 2025-05-06__21-51-12.471933, 1, 0, 0, 0.3, 0, 1, 0, 0.5, 0, 0, 1, 0.2727, 0, 0, 0, 1, 0, 0, -1.58039, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.18, 2025-05-06__21-51-12.483418, 1, 0, 0, 0.3, 0, 1, 0, 0.5, 0, 0, 1, 0.253028, 0, 0, 0, 1, 0, 0, -1.69811, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.19, 2025-05-06__21-51-12.491551, 1, 0, 0, 0.3, 0, 1, 0, 0.5, 0, 0, 1, 0.23913, 0, 0, 0, 1, 0, 0, -1.77659, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.2, 2025-05-06__21-51-12.503515, 1, 0, 0, 0.3, 0, 1, 0, 0.5, 0, 0, 1, 0.217104, 0, 0, 0, 1, 0, 0, -1.89431, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.21, 2025-05-06__21-51-12.513023, 1, 0, 0, 0.3, 0, 1, 0, 0.5, 0, 0, 1, 0.197671, 0, 0, 0, 1, 0, 0, -1.99241, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.22, 2025-05-06__21-51-12.521552, 1, 0, 0, 0.3, 0, 1, 0, 0.5, 0, 0, 1, 0.181417, 0, 0, 0, 1, 0, 0, -2.07089, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.23, 2025-05-06__21-51-12.531651, 1, 0, 0, 0.3, 0, 1, 0, 0.5, 0, 0, 1, 0.160218, 0, 0, 0, 1, 0, 0, -2.16899, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.24, 2025-05-06__21-51-12.541561, 1, 0, 0, 0.3, 0, 1, 0, 0.5, 0, 0, 1, 0.138038, 0, 0, 0, 1, 0, 0, -2.26709, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.25, 2025-05-06__21-51-12.552935, 1, 0, 0, 0.3, 0, 1, 0, 0.5, 0, 0, 1, 0.112506, 0, 0, 0, 1, 0, 0, -2.375, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.26, 2025-05-06__21-51-12.561522, 1, 0, 0, 0.3, 0, 1, 0, 0.5, 0, 0, 1, 0.0907338, 0, 0, 0, 1, 0, 0, -2.46329, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.27, 2025-05-06__21-51-12.571575, 1, 0, 0, 0.3, 0, 1, 0, 0.5, 0, 0, 1, 0.0656104, 0, 0, 0, 1, 0, 0, -2.56139, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.28, 2025-05-06__21-51-12.583506, 1, -1.12281e-18, -5.83945e-13, 0.3, 1.12281e-18, 1, 5.83942e-13, 0.5, 5.83945e-13, -5.83942e-13, 1, 0.0503275, 0, 0, 0, 1, -6.09829e-17, -1.20618e-16, -8.29205e-10, -5.83944e-09, -5.83944e-09, 1.85395e-16, 0, 0, 0, 0, 0, 0
