time[1]	raw_signal[2]	filtered_signal_1[2]	filtered_signal_2[2]
0.078	1.10813	0.930327	0.457392	1.07747	1.10506	1.52179
0.079	1.08915	0.871994	0.467869	1.08295	1.11605	1.53167
0.08	1.06954	0.814676	0.478287	1.08822	1.12632	1.53972
0.081	1.04933	0.758613	0.488639	1.09325	1.13587	1.54593
0.082	1.02855	0.704037	0.498916	1.09803	1.14468	1.55029
0.083	1.00723	0.651176	0.509107	1.10255	1.15273	1.5528
0.084	0.985377	0.60025	0.519205	1.10679	1.16003	1.55346
0.085	0.963032	0.551473	0.529201	1.11075	1.16657	1.5523
0.086	0.940219	0.505049	0.539086	1.1144	1.17232	1.54934
0.087	0.916965	0.461175	0.548851	1.11774	1.17729	1.54459
0.088	0.893299	0.420037	0.558489	1.12077	1.18148	1.5381
0.089	0.869249	0.381809	0.56799	1.12347	1.18487	1.5299
0.09	0.844844	0.346655	0.577348	1.12584	1.18746	1.52005
0.091	0.820112	0.314727	0.586552	1.12787	1.18926	1.50859
0.092	0.795084	0.286165	0.595597	1.12957	1.19025	1.49559
0.093	0.769789	0.261095	0.604473	1.13092	1.19045	1.4811
0.094	0.744257	0.239628	0.613174	1.13194	1.18984	1.4652
0.095	0.718518	0.221863	0.621692	1.13262	1.18843	1.44796
0.096	0.692602	0.207884	0.63002	1.13296	1.18623	1.42946
0.097	0.66654	0.197761	0.638151	1.13296	1.18323	1.40979
0.098	0.640363	0.191546	0.646078	1.13264	1.17945	1.38903
0.099	0.614101	0.189279	0.653794	1.132	1.17488	1.36728
0.1	0.587785	0.190983	0.661293	1.13104	1.16953	1.34463
0.101	0.561446	0.196665	0.66857	1.12979	1.16342	1.32119
0.102	0.535114	0.206318	0.675617	1.12823	1.15655	1.29705
0.103	0.508821	0.219918	0.68243	1.1264	1.14892	1.27233
0.104	0.482597	0.237426	0.689002	1.12429	1.14055	1.24712
0.105	0.456473	0.258788	0.69533	1.12193	1.13146	1.22154
0.106	0.430478	0.283935	0.701407	1.11933	1.12165	1.1957
0.107	0.404645	0.312782	0.707229	1.11651	1.11113	1.16971
0.108	0.379001	0.345231	0.712793	1.11348	1.09992	1.14368
0.109	0.353579	0.381169	0.718092	1.11026	1.08803	1.11773
0.11	0.328407	0.42047	0.723125	1.10686	1.07549	1.09196
0.111	0.303515	0.462994	0.727887	1.10332	1.0623	1.06648
0.112	0.278931	0.508589	0.732375	1.09965	1.04848	1.04142
0.113	0.254686	0.557091	0.736585	1.09586	1.03405	1.01686
0.114	0.230806	0.608325	0.740517	1.09199	1.01903	0.992926
0.115	0.207321	0.662104	0.744166	1.08805	1.00344	0.969714
0.116	0.184258	0.718232	0.74753	1.08406	0.987293	0.947326
0.117	0.161644	0.776505	0.750609	1.08006	0.970615	0.925859
0.118	0.139506	0.836708	0.753401	1.07605	0.953425	0.905408
0.119	0.11787	0.89862	0.755903	1.07206	0.935746	0.886062
0.12	0.0967619	0.962014	0.758117	1.06811	0.917599	0.867907
0.121	0.0762068	1.02666	0.76004	1.06424	0.899007	0.851023
0.122	0.0562293	1.09231	0.761673	1.06045	0.879993	0.835488
0.123	0.0368536	1.15873	0.763016	1.05677	0.86058	0.821372
0.124	0.0181029	1.22567	0.764068	1.05322	0.840793	0.80874
0.125	-1.44329e-15	1.29289	0.764832	1.04983	0.820657	0.797652
0.126	-0.017433	1.36014	0.765307	1.04662	0.800196	0.788162
0.127	-0.0341746	1.42717	0.765496	1.04359	0.779436	0.780317
0.128	-0.0502042	1.49373	0.765399	1.04079	0.758401	0.774158
0.129	-0.0655019	1.55958	0.765019	1.03821	0.737119	0.76972
0.13	-0.0800484	1.62447	0.764358	1.03588	0.715615	0.767031
0.131	-0.0938252	1.68817	0.763418	1.03383	0.693915	0.766112
0.132	-0.106815	1.75045	0.762202	1.03205	0.672047	0.766977
0.133	-0.119	1.81107	0.760714	1.03058	0.650037	0.769634
0.134	-0.130366	1.86981	0.758956	1.02941	0.627912	0.774083
0.135	-0.140895	1.92647	0.756933	1.02857	0.6057	0.780319
0.136	-0.150576	1.98084	0.754649	1.02807	0.583426	0.788327
0.137	-0.159393	2.03271	0.752107	1.02792	0.56112	0.798089
0.138	-0.167334	2.08191	0.749313	1.02812	0.538808	0.809576
0.139	-0.174388	2.12826	0.746271	1.02868	0.516517	0.822756
0.14	-0.180543	2.17159	0.742986	1.02962	0.494275	0.837588
0.141	-0.185791	2.21176	0.739463	1.03093	0.472108	0.854027
0.142	-0.190121	2.24862	0.735709	1.03262	0.450045	0.87202
0.143	-0.193526	2.28204	0.73173	1.03469	0.428112	0.891508
0.144	-0.195999	2.31192	0.72753	1.03715	0.406336	0.912428
0.145	-0.197533	2.33815	0.723118	1.03998	0.384743	0.93471
0.146	-0.198124	2.36065	0.718499	1.0432	0.363361	0.958279
0.147	-0.197768	2.37936	0.71368	1.04679	0.342216	0.983055
0.148	-0.19646	2.39421	0.708668	1.05076	0.321334	1.00895
0.149	-0.194199	2.40517	0.703471	1.05509	0.300739	1.03589
0.15	-0.190983	2.41221	0.698095	1.05978	0.280459	1.06377
0.151	-0.186812	2.41534	0.69255	1.06483	0.260518	1.09249
0.152	-0.181687	2.41454	0.686842	1.07021	0.240941	1.12196
0.153	-0.17561	2.40986	0.68098	1.07592	0.221752	1.15208
0.154	-0.168582	2.40131	0.674972	1.08195	0.202976	1.18273
0.155	-0.160608	2.38897	0.668826	1.08828	0.184635	1.21383
0.156	-0.151691	2.3729	0.662551	1.0949	0.166753	1.24525
0.157	-0.141838	2.35318	0.656156	1.1018	0.149353	1.27689
0.158	-0.131055	2.32991	0.649649	1.10895	0.132456	1.30863
0.159	-0.119349	2.30321	0.64304	1.11634	0.116084	1.34038
0.16	-0.106729	2.27319	0.636338	1.12396	0.100258	1.37202
0.161	-0.0932028	2.24	0.629551	1.13177	0.0849993	1.40344
0.162	-0.078782	2.20379	0.62269	1.13977	0.0703265	1.43453
0.163	-0.0634772	2.16473	0.615763	1.14793	0.0562593	1.46519
0.164	-0.0473004	2.12298	0.60878	1.15624	0.0428162	1.49531
0.165	-0.0302645	2.07874	0.601751	1.16466	0.0300152	1.52479
0.166	-0.0123833	2.0322	0.594685	1.17318	0.0178734	1.55353
0.167	0.00632867	1.98357	0.587593	1.18178	0.00640756	1.58143
0.168	0.0258558	1.93305	0.580483	1.19043	-0.00436663	1.60841
0.169	0.0461819	1.88087	0.573366	1.19912	-0.014434	1.63437
0.17	0.0672897	1.82726	0.566251	1.20781	-0.0237802	1.65922
0.171	0.0891613	1.77245	0.559149	1.2165	-0.0323916	1.68289
0.172	0.111778	1.71668	0.552068	1.22515	-0.0402553	1.7053
0.173	0.13512	1.66018	0.54502	1.23375	-0.0473593	1.72638
0.174	0.159168	1.60321	0.538014	1.24227	-0.0536922	1.74606
0.175	0.1839	1.54601	0.531058	1.25069	-0.0592436	1.76429
0.176	0.209294	1.48883	0.524165	1.25899	-0.0640038	1.78101
0.177	0.235329	1.43191	0.517342	1.26716	-0.067964	1.79617
0.178	0.261981	1.3755	0.5106	1.27517	-0.0711162	1.80973
0.179	0.289227	1.31985	0.503948	1.283	-0.0734532	1.82167
0.18	0.317042	1.2652	0.497396	1.29064	-0.0749686	1.83194
0.181	0.345401	1.21179	0.490953	1.29807	-0.0756571	1.84053
0.182	0.374279	1.15985	0.484628	1.30527	-0.075514	1.84743
0.183	0.40365	1.1096	0.478432	1.31224	-0.0745356	1.85261
0.184	0.433487	1.06127	0.472372	1.31895	-0.0727189	1.8561
0.185	0.463764	1.01507	0.466457	1.32539	-0.0700621	1.85788
0.186	0.494453	0.971202	0.460698	1.33156	-0.0665639	1.85798
0.187	0.525525	0.929869	0.455102	1.33744	-0.0622241	1.85641
0.188	0.556953	0.891252	0.449678	1.34302	-0.0570434	1.85319
0.189	0.588707	0.855528	0.444434	1.34829	-0.0510232	1.84837
0.19	0.620759	0.822858	0.439379	1.35326	-0.0441659	1.84198
0.191	0.65308	0.793397	0.43452	1.3579	-0.0364748	1.83406
0.192	0.685639	0.767281	0.429866	1.36223	-0.0279539	1.82467
0.193	0.718407	0.744639	0.425424	1.36624	-0.0186081	1.81386
0.194	0.751353	0.725581	0.421201	1.36992	-0.00844341	1.8017
0.195	0.784446	0.710206	0.417205	1.37328	0.00253362	1.78826
0.196	0.817657	0.698597	0.413444	1.37632	0.0143155	1.77361
0.197	0.850955	0.690825	0.409923	1.37904	0.0268937	1.75782
0.198	0.884308	0.686942	0.406649	1.38145	0.0402593	1.74099
0.199	0.917685	0.686987	0.403629	1.38356	0.0544021	1.7232
0.2	0.951057	0.690983	0.400868	1.38536	0.0693114	1.70454
0.201	0.98439	0.698938	0.398373	1.38687	0.0849756	1.68511
0.202	1.01766	0.710844	0.396149	1.38811	0.101382	1.665
0.203	1.05082	0.726677	0.394201	1.38907	0.118518	1.64431
0.204	1.08386	0.746398	0.392535	1.38977	0.136369	1.62315
0.205	1.11673	0.769952	0.391156	1.39024	0.154921	1.60163
0.206	1.14941	0.797272	0.390066	1.39047	0.174159	1.57984
0.207	1.18187	0.828271	0.389272	1.39049	0.194065	1.55791
0.208	1.21407	0.862852	0.388776	1.39031	0.214624	1.53592
0.209	1.24599	0.900901	0.388583	1.38995	0.235818	1.51401
0.21	1.2776	0.942293	0.388696	1.38943	0.257628	1.49226
0.211	1.30886	0.986888	0.389117	1.38877	0.280036	1.4708
0.212	1.33976	1.03453	0.38985	1.38798	0.303022	1.44973
0.213	1.37025	1.08506	0.390896	1.38709	0.326567	1.42915
0.214	1.40031	1.13831	0.392258	1.38612	0.35065	1.40916
0.215	1.42991	1.19407	0.393938	1.38509	0.375249	1.38988
0.216	1.45902	1.25217	0.395936	1.38402	0.400342	1.37139
0.217	1.48762	1.31238	0.398255	1.38293	0.425908	1.35379
0.218	1.51568	1.37451	0.400895	1.38184	0.451924	1.33718
0.219	1.54317	1.43833	0.403856	1.38078	0.478366	1.32164
0.22	1.57007	1.5036	0.407139	1.37977	0.50521	1.30726
0.221	1.59635	1.5701	0.410743	1.37883	0.532433	1.29411
0.222	1.62199	1.6376	0.414668	1.37798	0.560009	1.28227
0.223	1.64696	1.70583	0.418913	1.37725	0.587914	1.27182
0.224	1.67123	1.77457	0.423476	1.37664	0.616123	1.26281
0.225	1.6948	1.84357	0.428357	1.3762	0.644609	1.2553
0.226	1.71762	1.91256	0.433554	1.37593	0.673347	1.24935
0.227	1.73969	1.98132	0.439064	1.37585	0.70231	1.245
0.228	1.76097	2.04959	0.444885	1.37599	0.731473	1.2423
0.229	1.78146	2.11713	0.451015	1.37636	0.760807	1.24127
0.23	1.80113	2.18368	0.457449	1.37699	0.790287	1.24195
0.231	1.81996	2.24903	0.464186	1.37787	0.819884	1.24435
0.232	1.83794	2.31292	0.47122	1.37904	0.849573	1.24849
0.233	1.85504	2.37514	0.478549	1.38051	0.879324	1.25438
0.234	1.87126	2.43547	0.486167	1.38229	0.909111	1.26201
0.235	1.88657	2.49368	0.49407	1.38438	0.938906	1.27139
0.236	1.90096	2.54957	0.502254	1.38682	0.968682	1.28249
0.237	1.91442	2.60296	0.510713	1.38959	0.99841	1.29529
0.238	1.92694	2.65364	0.519441	1.39272	1.02806	1.30978
0.239	1.93849	2.70145	0.528433	1.39621	1.05761	1.32591
0.24	1.94908	2.74623	0.537683	1.40006	1.08704	1.34365
0.241	1.9587	2.78781	0.547185	1.40428	1.1163	1.36294
0.242	1.96732	2.82606	0.556931	1.40888	1.14538	1.38375
0.243	1.97495	2.86086	0.566916	1.41385	1.17424	1.406
0.244	1.98158	2.89209	0.577131	1.4192	1.20287	1.42964
0.245	1.98719	2.91965	0.58757	1.42493	1.23123	1.4546
0.246	1.9918	2.94345	0.598225	1.43102	1.2593	1.48079
0.247	1.99538	2.96344	0.609088	1.43749	1.28704	1.50815
0.248	1.99795	2.97955	0.620151	1.44432	1.31445	1.53659
0.249	1.99949	2.99174	0.631407	1.45151	1.34148	1.56602
0.25	2	3	0.642846	1.45905	1.36812	1.59634
0.251	1.99949	3.00431	0.65446	1.46694	1.39433	1.62747
0.252	1.99795	3.00468	0.666239	1.47515	1.4201	1.6593
0.253	1.99538	3.00114	0.678176	1.48368	1.4454	1.69173
0.254	1.9918	2.99371	0.690261	1.49252	1.4702	1.72467
0.255	1.98719	2.98247	0.702484	1.50166	1.49449	1.75799
0.256	1.98158	2.96747	0.714835	1.51107	1.51823	1.7916
0.257	1.97495	2.9488	0.727306	1.52075	1.54141	1.82539
0.258	1.96732	2.92655	0.739886	1.53067	1.56401	1.85924
0.259	1.9587	2.90085	0.752566	1.54082	1.586	1.89306
0.26	1.94908	2.87181	0.765335	1.55118	1.60736	1.92672
0.261	1.93849	2.83957	0.778183	1.56173	1.62808	1.96013
0.262	1.92694	2.8043	0.791099	1.57244	1.64812	1.99316
0.263	1.91442	2.76614	0.804074	1.58331	1.66748	2.02573
0.264	1.90096	2.72528	0.817097	1.59431	1.68614	2.05772
0.265	1.88657	2.68189	0.830158	1.60542	1.70407	2.08903
0.266	1.87126	2.63619	0.843245	1.61661	1.72127	2.11957
0.267	1.85504	2.58836	0.856348	1.62786	1.73771	2.14923
0.268	1.83794	2.53864	0.869457	1.63915	1.75337	2.17792
0.269	1.81996	2.48722	0.88256	1.65046	1.76825	2.20556
0.27	1.80113	2.43435	0.895647	1.66177	1.78233	2.23207
0.271	1.78146	2.38025	0.908708	1.67305	1.7956	2.25735
0.272	1.76097	2.32517	0.92173	1.68428	1.80803	2.28134
0.273	1.73969	2.26934	0.934705	1.69545	1.81963	2.30396
0.274	1.71762	2.21302	0.94762	1.70651	1.83038	2.32515
0.275	1.6948	2.15643	0.960465	1.71747	1.84027	2.34486
0.276	1.67123	2.09985	0.97323	1.72829	1.84929	2.36302
0.277	1.64696	2.0435	0.985904	1.73896	1.85743	2.37959
0.278	1.62199	1.98764	0.998476	1.74945	1.86469	2.39454
0.279	1.59635	1.93252	1.01094	1.75975	1.87105	2.40782
0.28	1.57007	1.87836	1.02327	1.76984	1.87651	2.41941
0.281	1.54317	1.82542	1.03548	1.7797	1.88107	2.42928
0.282	1.51568	1.77393	1.04754	1.78932	1.88472	2.43743
0.283	1.48762	1.72411	1.05945	1.79868	1.88746	2.44384
0.284	1.45902	1.67618	1.07119	1.80777	1.88928	2.44852
0.285	1.42991	1.63036	1.08277	1.81657	1.89018	2.45147
0.286	1.40031	1.58685	1.09415	1.82508	1.89017	2.4527
0.287	1.37025	1.54584	1.10535	1.83328	1.88924	2.45223
0.288	1.33976	1.50753	1.11635	1.84117	1.88739	2.45009
0.289	1.30886	1.47209	1.12713	1.84873	1.88462	2.44632
0.29	1.2776	1.43967	1.1377	1.85595	1.88094	2.44094
0.291	1.24599	1.41044	1.14803	1.86285	1.87636	2.43401
0.292	1.21407	1.38453	1.15813	1.8694	1.87086	2.42559
0.293	1.18187	1.36207	1.16798	1.87561	1.86446	2.41572
0.294	1.14941	1.34318	1.17758	1.88148	1.85717	2.40447
0.295	1.11673	1.32793	1.18691	1.88701	1.849	2.39191
0.296	1.08386	1.31644	1.19598	1.89219	1.83994	2.37811
0.297	1.05082	1.30875	1.20477	1.89704	1.83001	2.36315
0.298	1.01766	1.30493	1.21327	1.90155	1.81921	2.34712
0.299	0.98439	1.30501	1.22148	1.90574	1.80757	2.33011
0.3	0.951057	1.30902	1.22939	1.9096	1.79508	2.3122
0.301	0.917685	1.31696	1.237	1.91315	1.78176	2.29349
0.302	0.884308	1.32883	1.24429	1.91641	1.76762	2.27408
0.303	0.850955	1.3446	1.25126	1.91937	1.75268	2.25406
0.304	0.817657	1.36424	1.25791	1.92205	1.73695	2.23355
0.305	0.784446	1.38768	1.26424	1.92446	1.72044	2.21265
0.306	0.751353	1.41487	1.27022	1.92663	1.70318	2.19146
0.307	0.718407	1.44571	1.27587	1.92855	1.68517	2.1701
0.308	0.685639	1.48011	1.28118	1.93026	1.66643	2.14867
0.309	0.65308	1.51795	1.28613	1.93177	1.64698	2.12727
0.31	0.620759	1.55911	1.29073	1.93309	1.62684	2.10603
0.311	0.588707	1.60345	1.29498	1.93424	1.60603	2.08504
0.312	0.556953	1.65081	1.29887	1.93525	1.58456	2.06442
0.313	0.525525	1.70104	1.3024	1.93614	1.56247	2.04426
0.314	0.494453	1.75395	1.30556	1.93691	1.53975	2.02468
0.315	0.463764	1.80936	1.30835	1.93761	1.51645	2.00577
0.316	0.433487	1.86708	1.31077	1.93824	1.49258	1.98764
0.317	0.40365	1.9269	1.31283	1.93883	1.46817	1.97037
0.318	0.374279	1.9886	1.3145	1.9394	1.44322	1.95407
0.319	0.345401	2.05196	1.31581	1.93997	1.41778	1.93881
0.32	0.317042	2.11676	1.31674	1.94057	1.39186	1.92469
0.321	0.289227	2.18277	1.3173	1.94121	1.36549	1.91177
0.322	0.261981	2.24973	1.31748	1.94192	1.33869	1.90015
0.323	0.235329	2.31742	1.31729	1.94272	1.31149	1.88988
0.324	0.209294	2.38559	1.31672	1.94363	1.2839	1.88104
0.325	0.1839	2.45399	1.31578	1.94467	1.25597	1.87367
0.326	0.159168	2.52237	1.31446	1.94586	1.22771	1.86784
0.327	0.13512	2.59048	1.31278	1.94722	1.19915	1.86359
0.328	0.111778	2.65809	1.31073	1.94878	1.17032	1.86095
0.329	0.0891613	2.72493	1.30831	1.95054	1.14124	1.85997
0.33	0.0672897	2.79077	1.30553	1.95252	1.11194	1.86067
0.331	0.0461819	2.85537	1.30238	1.95475	1.08245	1.86308
0.332	0.0258558	2.91851	1.29888	1.95724	1.05279	1.8672
0.333	0.00632867	2.97994	1.29503	1.95999	1.023	1.87304
0.334	-0.0123833	3.03945	1.29082	1.96303	0.993094	1.8806
0.335	-0.0302645	3.09683	1.28627	1.96637	0.963108	1.88988
0.336	-0.0473004	3.15186	1.28138	1.97002	0.933067	1.90087
0.337	-0.0634772	3.20436	1.27615	1.97398	0.902999	1.91354
0.338	-0.078782	3.25414	1.27058	1.97827	0.872932	1.92786
0.339	-0.0932028	3.30102	1.26469	1.9829	0.842894	1.94381
0.34	-0.106729	3.34484	1.25848	1.98786	0.812911	1.96134
0.341	-0.119349	3.38545	1.25196	1.99318	0.783012	1.9804
0.342	-0.131055	3.4227	1.24512	1.99883	0.753223	2.00095
0.343	-0.141838	3.45647	1.23799	2.00484	0.723573	2.02293
0.344	-0.151691	3.48665	1.23055	2.0112	0.694088	2.04627
0.345	-0.160608	3.51314	1.22283	2.01791	0.664795	2.0709
0.346	-0.168582	3.53585	1.21483	2.02497	0.635721	2.09675
0.347	-0.17561	3.55472	1.20655	2.03237	0.606891	2.12373
0.348	-0.181687	3.56969	1.198	2.04011	0.578333	2.15178
0.349	-0.186812	3.58072	1.1892	2.04818	0.550072	2.18079
0.35	-0.190983	3.58779	1.18014	2.05658	0.522133	2.21067
0.351	-0.194199	3.59088	1.17084	2.06529	0.494542	2.24134
0.352	-0.19646	3.59002	1.16131	2.07431	0.467324	2.27268
0.353	-0.197768	3.58522	1.15156	2.08362	0.440502	2.3046
0.354	-0.198124	3.57651	1.14158	2.09321	0.414101	2.337
0.355	-0.197533	3.56396	1.1314	2.10307	0.388144	2.36977
0.356	-0.195999	3.54764	1.12102	2.11318	0.362654	2.4028
0.357	-0.193526	3.52761	1.11046	2.12353	0.337654	2.43598
0.358	-0.190121	3.504	1.09971	2.1341	0.313165	2.46921
0.359	-0.185791	3.4769	1.08879	2.14487	0.28921	2.50238
0.36	-0.180543	3.44644	1.07772	2.15583	0.265809	2.53537
0.361	-0.174388	3.41277	1.06649	2.16694	0.242982	2.56807
0.362	-0.167334	3.37602	1.05513	2.17821	0.220749	2.60039
0.363	-0.159393	3.33638	1.04363	2.18959	0.199129	2.63222
0.364	-0.150576	3.29401	1.03202	2.20108	0.178141	2.66344
0.365	-0.140895	3.2491	1.0203	2.21265	0.157803	2.69396
0.366	-0.130366	3.20184	1.00848	2.22428	0.138131	2.72369
0.367	-0.119	3.15244	0.996566	2.23594	0.119142	2.75251
0.368	-0.106815	3.10111	0.984578	2.24762	0.100852	2.78035
0.369	-0.0938252	3.04808	0.972523	2.25929	0.0832761	2.80711
0.37	-0.0800484	2.99356	0.960412	2.27093	0.066428	2.83271
0.371	-0.0655019	2.9378	0.948254	2.28252	0.0503216	2.85706
0.372	-0.0502042	2.88103	0.93606	2.29403	0.0349696	2.8801
0.373	-0.0341746	2.8235	0.923842	2.30545	0.0203839	2.90174
0.374	-0.017433	2.76544	0.911609	2.31674	0.00657584	2.92194
0.375	4.10783e-15	2.70711	0.899373	2.3279	-0.00644423	2.94063
0.376	0.0181029	2.64875	0.887142	2.3389	-0.0186667	2.95775
0.377	0.0368536	2.5906	0.874929	2.34971	-0.0300829	2.97325
0.378	0.0562293	2.53293	0.862744	2.36033	-0.0406847	2.98711
0.379	0.0762068	2.47596	0.850596	2.37072	-0.0504651	2.99928
0.38	0.0967619	2.41995	0.838496	2.38088	-0.0594178	3.00973
0.381	0.11787	2.36513	0.826455	2.39079	-0.0675374	3.01845
0.382	0.139506	2.31173	0.814482	2.40043	-0.0748193	3.02541
0.383	0.161644	2.25999	0.802587	2.40978	-0.0812598	3.03062
0.384	0.184258	2.21011	0.790781	2.41883	-0.086856	3.03407
0.385	0.207321	2.16233	0.779072	2.42758	-0.091606	3.03577
0.386	0.230806	2.11683	0.767471	2.436	-0.0955086	3.03572
0.387	0.254686	2.07381	0.755987	2.44409	-0.0985636	3.03396
0.388	0.278931	2.03347	0.74463	2.45183	-0.100771	3.0305
0.389	0.303515	1.99598	0.733407	2.45923	-0.102134	3.02539
0.39	0.328407	1.9615	0.72233	2.46626	-0.102653	3.01865
0.391	0.353579	1.93018	0.711406	2.47294	-0.102332	3.01034
0.392	0.379001	1.90216	0.700643	2.47925	-0.101175	3.0005
0.393	0.404645	1.87756	0.690051	2.48519	-0.0991874	2.9892
0.394	0.430478	1.85651	0.679638	2.49077	-0.0963742	2.97649
0.395	0.456473	1.8391	0.669411	2.49597	-0.0927422	2.96246
